galaxy,R_kpc,Vobs_kms,log_gobs_a0,log_gbar_a0
UGC06446,7.62,82.8,-0.6144292443268835,-1.2794979402794668
UGC06446,8.28,84.9,-0.628749902854018,-1.314469061834372
UGC06446,8.9,84.3,-0.6662698039524714,-1.4037686149827329
UGC06446,9.52,83.2,-0.7069252423600697,-1.4334350820618609
UGC06446,10.22,80.1,-0.7707208101872619,-1.454788225164548
UGC06614,3.23,194.0,0.497865990972306,0.5642629824343204
UGC06614,9.18,172.0,-0.060320733943187835,-0.13165493550095908
UGC06614,10.64,170.0,-0.13457873175952478,-0.23607199457372022
UGC06614,11.58,170.0,-0.17134566319191277,-0.28908043709409303
UGC06614,12.52,171.0,-0.20014705464714644,-0.33124878901130905
UGC06614,13.57,172.0,-0.2300579004016825,-0.36145966052278045
UGC06614,15.76,174.0,-0.28499266314538035,-0.44004299881517667
UGC06614,24.94,193.0,-0.3943167776840196,-0.7994250099905008
UGC06614,26.3,194.0,-0.412887235186349,-0.8438741487465937
UGC06614,34.96,201.0,-0.505714255678431,-1.062236332180274
UGC06614,36.84,202.0,-0.524151829188607,-1.1013894850073944
UGC06614,47.38,205.0,-0.620622280832281,-1.2427896764808917
UGC06614,64.59,204.0,-0.7594398962483954,-1.430976836816613
UGC06628,1.1,26.9,-0.7504230717104523,-0.9747930190171773
UGC06628,2.2,38.0,-0.7513904341456292,-1.078490102354498
UGC06628,3.3,40.5,-0.8721388400055936,-1.085401435498724
UGC06628,4.39,41.4,-0.9769987845573668,-1.1034055538045358
UGC06628,5.5,42.3,-1.0562169013012024,-1.1413388918161032
UGC06628,6.59,42.3,-1.1347396264009684,-1.1332358950196875
UGC06628,7.69,42.3,-1.2017805516083897,-1.136889755062352
UGC06667,0.87,26.6,-0.6582909259135278,-2.1288720059261275
UGC06667,1.74,45.2,-0.49880732521687876,-2.0304930822069234
UGC06667,2.61,57.0,-0.47342574255034137,-1.7359845590932268
UGC06667,3.5,69.3,-0.4311365216837054,-1.5119482589724804
UGC06667,4.37,77.3,-0.43265739569081524,-1.5045418974414653
UGC06667,5.24,80.7,-0.4741191640966291,-1.441152957679257
UGC06667,6.11,84.0,-0.5060175846758341,-1.462534507856849
UGC06667,6.98,85.0,-0.553552517751619,-1.4509153120374119
UGC06667,7.85,85.7,-0.5974429594558995,-1.5158279700883892
UGC06786,0.16,160.0,1.6355850360988815,1.2284544095403727
UGC06786,0.32,177.0,1.422261607846664,1.303990784750929
UGC06786,0.49,180.0,1.2518139836210553,1.199795538614039
UGC06786,0.65,180.0,1.1290967070067133,1.1048146901799174
UGC06786,1.3,182.0,0.8376644771062696,0.8008752038870662
UGC06786,1.46,183.0,0.7920143771193786,0.7424282017005356
UGC06786,1.62,184.0,0.7515856849193988,0.6892067331346222
UGC06786,3.72,206.0,0.4886565542993661,0.2276204817420217
UGC06786,3.89,207.0,0.4734561430310845,0.20649717680804425
UGC06786,4.05,209.0,0.46430260245039623,0.18767640764355478
UGC06786,4.22,210.0,0.45059119194912145,0.17109316286945414
UGC06786,4.26,210.0,0.44649404380807634,0.1676115026311408
UGC06786,4.38,211.0,0.43855585353424253,0.15774153319466594
UGC06786,4.54,213.0,0.4311684074633283,0.14682470657825014
UGC06786,4.71,214.0,0.4192716930124423,0.13824090865509098
UGC06786,4.86,215.0,0.409705704011874,0.1311977776043379
UGC06786,5.02,215.0,0.3956382561291481,0.12291620013374284
UGC06786,5.18,216.0,0.3860427959995855,0.11275038054432969
UGC06786,5.35,217.0,0.37603073911878737,0.10086001847155933
UGC06786,5.51,217.0,0.3632329222882307,0.08828433998208327
UGC06786,5.68,218.0,0.35402970494114755,0.0732206503144089
UGC06786,5.84,218.0,0.34196519353976684,0.058612023546283774
UGC06786,6.0,219.0,0.33420203273954985,0.04399339040967373
UGC06786,6.15,219.0,0.3234781673477767,0.030827431053199017
UGC06786,6.48,219.0,0.30077827725260003,0.003290563309582351
UGC06786,6.64,219.0,0.2901852037551759,-0.010320841008743187
UGC06786,6.81,220.0,0.28316330317458405,-0.02511920398701076
UGC06786,7.1,220.0,0.2650520663682939,-0.05043651695338221
UGC06786,7.13,220.0,0.2632208852355037,-0.05323647553048409
UGC06786,8.52,220.0,0.18587082032066912,-0.19295365610422904
UGC06786,10.66,225.0,0.1080728849751283,-0.35964768389662344
UGC06786,11.99,228.0,0.06851556434501561,-0.44355836350384686
UGC06786,12.1,228.0,0.06454937712741426,-0.44994680024088696
UGC06786,12.33,228.0,0.056371670848132695,-0.4634581101920737
UGC06786,12.78,229.0,0.0446051643003514,-0.48874736055387397
UGC06786,14.93,228.0,-0.026725060281161082,-0.60217669431463
UGC06786,17.08,226.0,-0.09280593461522763,-0.707363716575831
UGC06786,19.23,226.0,-0.14429735250072137,-0.8042035717357018
UGC06786,21.27,227.0,-0.1842507220735268,-0.892131428984674
UGC06786,23.42,227.0,-0.22607012290714215,-0.9724966788671027
UGC06786,25.57,224.0,-0.2757696379150532,-1.051622559274373
UGC06786,27.72,218.0,-0.3344151852876027,-1.1270220588429287
UGC06786,29.87,215.0,-0.3788932493299609,-1.1946661406187946
UGC06786,32.02,219.0,-0.39306804446008753,-1.2569439786270438
UGC06786,34.05,211.0,-0.45208715221046186,-1.3108796603985848
UGC06787,0.12,134.0,1.6064934041249472,1.7039390001422987
UGC06787,0.24,208.0,1.6873804816568738,1.78651602452603
UGC06787,0.35,252.0,1.6901980906557692,1.7151560394704204
UGC06787,0.47,272.0,1.6285050035756368,1.6203118437017372
UGC06787,0.59,276.0,1.542431205931248,1.5290425307553137
UGC06787,0.71,271.0,1.446145286472693,1.4487406108051601
UGC06787,0.83,266.0,1.3621502343290168,1.3747231938653133
UGC06787,0.94,262.0,1.294939782482749,1.3127280924922042
UGC06787,1.06,260.0,1.2361058841198225,1.2566169548380548
UGC06787,1.18,260.0,1.1895297420784674,1.2074381418444644
UGC06787,1.3,259.0,1.1441212292986236,1.161690541514661
UGC06787,1.42,257.0,1.0990429557224894,1.119432709778649
UGC06787,1.53,254.0,1.056441055865234,1.0817412948280227
UGC06787,1.66,244.0,0.9861366180803605,1.0401162516149212
UGC06787,1.89,228.0,0.8708729432706201,0.9699762240565428
UGC06787,2.01,220.0,0.8131143576668803,0.9346448628648968
UGC06787,2.13,215.0,0.7679623698354298,0.900234958007399
UGC06787,2.24,213.0,0.7379762419862693,0.8694073154295379
UGC06787,3.1,228.0,0.6559730536095916,0.6552583603899875
UGC06787,3.79,236.0,0.5986498494150976,0.5086041314465829
UGC06787,3.9,236.0,0.5862244523566708,0.4870131485816736
UGC06787,4.14,237.0,0.5639614043422656,0.4431223086491116
UGC06787,4.25,237.0,0.552572815412853,0.4236972710087713
UGC06787,4.37,237.0,0.5404803084927426,0.40320884630830767
UGC06787,4.49,237.0,0.5287154044598413,0.38347022469767383
UGC06787,4.61,237.0,0.5172608200735164,0.36432868973643545
UGC06787,4.72,236.0,0.5033470607490821,0.34739561472697156
UGC06787,5.16,235.0,0.46095107635921795,0.2855054171534914
UGC06787,5.43,234.0,0.43509693867439553,0.25130947282637
UGC06787,5.56,233.0,0.42110210391293723,0.23564685799297333
UGC06787,5.67,233.0,0.4125938366020881,0.22262425294371313
UGC06787,5.79,233.0,0.4034983317675585,0.20861543314429892
UGC06787,5.91,232.0,0.39085354234350067,0.19393703699426476
UGC06787,6.03,232.0,0.38212371108460474,0.17998661944481276
UGC06787,6.2,232.0,0.37004933372650217,0.16090931680622303
UGC06787,6.5,233.0,0.3532635388521391,0.1282448244331934
UGC06787,6.85,235.0,0.3379102064940037,0.0928526199324196
UGC06787,6.98,236.0,0.33343363676000876,0.08033096161053833
UGC06787,7.09,236.0,0.32664282420010343,0.07015977376970683
UGC06787,7.21,237.0,0.3230264807437355,0.05943054506069814
UGC06787,7.22,238.0,0.3260817699863416,0.05860030834920375
UGC06787,7.33,238.0,0.3195149929148527,0.0490569353196479
UGC06787,7.45,239.0,0.3161045825909393,0.038780982994080435
UGC06787,7.56,240.0,0.31336574136496226,0.029277623989010463
UGC06787,8.26,247.0,0.29987891264190597,-0.03420802806294961
UGC06787,8.98,252.0,0.28098979833874055,-0.09874710037873677
UGC06787,9.09,253.0,0.2791422125726251,-0.10826818470989989
UGC06787,9.3,254.0,0.2726495381288977,-0.12626281249783136
UGC06787,10.32,253.0,0.22402639850340003,-0.2109993362806468
UGC06787,11.38,247.0,0.16071669790323573,-0.2868448623651842
UGC06787,12.4,238.0,0.09119728239374557,-0.3543656513655431
UGC06787,13.41,229.0,0.023707240271133814,-0.41406104306973657
UGC06787,14.43,223.0,-0.0311915515542161,-0.4711322884141702
UGC06787,15.44,220.0,-0.07233688091234813,-0.5246325249199806
UGC06787,16.57,220.0,-0.10301209333196752,-0.580200222975249
UGC06787,17.58,224.0,-0.11305778062647066,-0.626258947977576
UGC06787,18.6,228.0,-0.12217819677405199,-0.6709862821460747
UGC06787,19.61,234.0,-0.12258082540454159,-0.7140467112954003
UGC06787,20.62,239.0,-0.12602780560826565,-0.7528267367086751
UGC06787,21.64,243.0,-0.1325796557949507,-0.7873983784698732
UGC06787,22.77,245.0,-0.14756580844312112,-0.8216802146775943
UGC06787,23.78,247.0,-0.15935289032038458,-0.8499461260117094
UGC06787,24.79,249.0,-0.170412779133392,-0.8788406974573749
UGC06787,25.81,250.0,-0.18444293375683696,-0.9096348442546863
UGC06787,26.82,251.0,-0.19764627711054703,-0.9400524074353959
UGC06787,27.84,251.0,-0.21385673453349147,-0.9698888521936316
UGC06787,29.41,248.0,-0.2481266094116801,-1.0160304678872636
UGC06787,30.99,246.0,-0.277886308589568,-1.0630013528241364
UGC06787,32.57,249.0,-0.2889540109304437,-1.107527023042953
UGC06787,34.03,252.0,-0.2975958140897645,-1.1450332013170599
UGC06787,37.19,255.0,-0.32588076404810545,-1.2270098612440723
UGC06818,0.87,23.4,-0.7696224843553761,-0.9211590595881932
UGC06818,1.74,28.0,-0.9147681321552045,-0.9247510596617979
UGC06818,2.61,36.7,-0.8558433253911455,-1.0384836806114777
UGC06818,3.5,47.6,-0.7573890854663325,-1.1261350107984645
UGC06818,4.37,63.3,-0.6062089634927549,-1.2145611761984638
UGC06818,5.24,71.2,-0.5829062462670572,-1.257953608417874
UGC06818,6.11,68.1,-0.6882819329740272,-1.32701856566069
UGC06818,6.98,74.4,-0.669244498088447,-1.394935738963453
UGC06917,1.74,59.2,-0.26444078139380334,-0.609869136936824
UGC06917,2.61,71.2,-0.28021546662161145,-0.7431774695999723
UGC06917,3.5,84.5,-0.2588895730079342,-0.823540683226176
UGC06917,4.37,93.5,-0.2673931617824296,-0.8576700498008653
UGC06917,5.24,97.5,-0.30985700214369627,-0.9090243980570857
UGC06917,6.11,100.0,-0.3545761567995975,-0.9558597854114383
UGC06917,6.98,101.0,-0.4037476216149192,-0.9846948641066579
UGC06917,7.85,103.0,-0.4377301538919514,-1.0253482558511153
UGC06917,8.72,105.0,-0.46667283334973436,-1.0672445952237861
UGC06917,9.6,110.0,-0.4680208092801616,-1.0862795532832474
UGC06917,10.47,111.0,-0.49783567066257084,-1.087411727988639
UGC06923,0.93,40.5,-0.3221078486816412,-0.40094690940597355
UGC06923,1.94,53.9,-0.3931591461137919,-0.6026999783270964
UGC06923,2.87,73.0,-0.2997711230501239,-0.7135959614465714
UGC06923,3.72,78.4,-0.3504457610700639,-0.8000368435345876
UGC06923,4.47,79.3,-0.42029609505377213,-0.8677900264791406
UGC06923,5.16,81.1,-0.46314293976194254,-0.9202809404238711
UGC06930,1.74,54.7,-0.33310954217278144,-0.6678125030042559
UGC06930,3.5,85.4,-0.24968724952930876,-0.8514689184488924
UGC06930,5.24,93.8,-0.343460556782641,-0.9293241989264566
UGC06930,6.98,98.7,-0.42375606384093095,-0.966351318675255
UGC06930,8.72,103.0,-0.4833769820792661,-1.0128343131896502
UGC06930,10.47,107.0,-0.5297140728654663,-1.0514054719469983
UGC06930,12.19,109.0,-0.5796856562941779,-1.090155213868472
UGC06930,13.94,108.0,-0.6459502093451345,-1.1573337222264826
UGC06930,15.68,108.0,-0.6970334939315634,-1.2686800691701772
UGC06930,16.61,108.0,-0.7220570680345383,-1.3213193503226928
UGC06973,1.74,170.0,0.6518136479169049,1.0199160482147844
UGC06973,2.61,174.0,0.49592304266987525,0.7036146047054609
UGC06973,3.5,170.0,0.348294851849229,0.4706560303813172
UGC06973,4.37,170.0,0.2518814592290827,0.2758039606872284
UGC06973,5.32,171.0,0.17154564193221622,0.11428873344746121
UGC06973,6.28,174.0,0.11460390627096007,-0.024628138174665973
UGC06973,6.81,177.0,0.09426447425378487,-0.09689862720369823
UGC06973,7.33,178.0,0.06720108341961674,-0.1642566106907164
UGC06973,7.85,180.0,0.047140406904316326,-0.22623417147421498
UGC06983,1.74,56.9,-0.2988596620495006,-0.5903254424526255
UGC06983,2.61,87.4,-0.10215258862651809,-0.6851836957705694
UGC06983,3.5,92.1,-0.1840837305136211,-0.8415505660861916
UGC06983,4.37,93.5,-0.2673931617824296,-0.9497556033973618
UGC06983,5.24,98.2,-0.30364325796687053,-1.0007938349452963
UGC06983,6.11,99.7,-0.3571858401762861,-1.064889922488103
UGC06983,6.98,102.0,-0.39519002565636924,-1.0825710422366563
UGC06983,7.85,107.0,-0.4046370479318765,-1.0780700632142628
UGC06983,8.72,108.0,-0.4422039205157111,-1.1314610691695666
UGC06983,9.6,110.0,-0.4680208092801616,-1.1708915808732296
UGC06983,10.47,113.0,-0.48232474126904623,-1.1734500636511471
UGC06983,11.35,110.0,-0.5407454377697347,-1.1933879920713548
UGC06983,12.19,108.0,-0.5876911412015258,-1.2252131752483977
UGC06983,13.12,109.0,-0.6116157857154374,-1.2560505399496982
UGC06983,13.94,108.0,-0.6459502093451345,-1.294858818217208
UGC06983,14.86,108.0,-0.6737062450077003,-1.3411214551249524
UGC06983,15.68,109.0,-0.6890280090242156,-1.382439531463427
UGC07089,0.87,20.9,-0.8677616269535539,-1.2029688628143727
UGC07089,1.74,36.4,-0.6868814275415309,-1.016756848733657
UGC07089,2.61,43.4,-0.7101959948703027,-0.9671218241698063
UGC07089,3.5,51.2,-0.6940630689556574,-1.005288497799543
UGC07089,4.37,59.7,-0.657067721268727,-1.044111387875822
UGC07089,5.24,64.5,-0.6687468042702344,-1.0787701532548
UGC07089,6.11,67.9,-0.6908366082385942,-1.1267570172160695
UGC07089,6.55,72.8,-0.660513487922752,-1.1503901063610011
UGC07089,6.98,70.3,-0.7184797191405564,-1.172069172886487
UGC07089,7.85,73.7,-0.7284696275841928,-1.2156209466400796
UGC07089,8.72,77.6,-0.7293279889732337,-1.2622810831542928
UGC07089,9.16,79.1,-0.7340774532295405,-1.2918612195382735
UGC07125,1.44,26.1,-0.8936164239757309,-1.0613574402143855
UGC07125,2.88,43.0,-0.760990523157101,-1.0487146065783075
UGC07125,4.33,48.5,-0.8335393657058814,-1.1950858901276276
UGC07125,5.76,52.5,-0.8886388231683415,-1.286956053829184
UGC07125,7.2,56.4,-0.9233092350216271,-1.4172865594390527
UGC07125,8.64,58.5,-0.9707369568715757,-1.4372226798105523
UGC07125,10.08,61.5,-0.9942452471157163,-1.4520908764785583
UGC07125,11.47,64.6,-1.007633328468143,-1.4581183862687819
UGC07125,13.0,65.6,-1.0486706201125595,-1.3957153262933573
UGC07125,14.42,65.4,-1.0963447102919188,-1.429636407298874
UGC07125,15.84,65.5,-1.1358075238269518,-1.4974304934637077
UGC07125,17.26,65.1,-1.1784137607998504,-1.526833463074028
UGC07125,18.68,64.9,-1.215422424850379,-1.655389923301672
UGC07151,0.5,24.2,-0.4998742189321995,-0.7803496707968063
UGC07151,1.0,42.0,-0.32203636576124234,-0.7013466577614331
UGC07151,1.5,59.4,-0.19705331565033743,-0.736663317414527
UGC07151,2.0,63.9,-0.2585632259042241,-0.7599596703246657
UGC07151,2.49,66.0,-0.3256464225690423,-0.806268276886465
UGC07151,3.0,67.2,-0.3909176551690552,-0.860290094598891
UGC07151,3.49,68.7,-0.43744689939712234,-0.9368704695026061
UGC07151,4.0,71.3,-0.4644158781812745,-0.9453737648339395
UGC07151,4.49,72.5,-0.500105274418379,-0.9797339346749554
UGC07151,5.01,74.0,-0.5299092329623365,-1.0055411721104073
UGC07151,5.5,76.2,-0.5449876933720862,-1.0199282847499669
UGC07232,0.21,16.4,-0.4610665451955668,-0.7679941152880871
UGC07232,0.41,26.2,-0.34471622063728785,-0.6223680791172059
UGC07232,0.62,35.2,-0.26784130909903514,-0.7236698268852821
UGC07232,0.82,44.0,-0.19544344596838506,-0.8211819796200046
UGC07261,0.95,46.8,-0.20576684569764295,-0.9445750398197212
UGC07261,1.9,63.0,-0.24860744860270884,-0.7254031209461738
UGC07261,2.86,66.8,-0.3753480547349949,-0.8990403356380027
UGC07261,3.81,69.6,-0.4642414430115384,-1.0089586670628754
UGC07261,4.76,73.4,-0.5147497794453952,-1.13005706767564
UGC07261,5.72,74.7,-0.5792897717192699,-1.2028762771346992
UGC07261,6.67,76.1,-0.6298914669324466,-1.2179668365835792
UGC07323,0.58,23.9,-0.5751671382237051,-0.9460606250755609
UGC07323,1.17,34.7,-0.5560618587214574,-0.8473730631288112
UGC07323,1.75,42.8,-0.5486854572169936,-0.8442257862239708
UGC07323,2.33,51.3,-0.5156561373594296,-0.8673381077852742
UGC07323,2.91,57.7,-0.5100763092314877,-0.8661043656942314
UGC07323,3.5,67.3,-0.4565728624593652,-0.8701809975902015
UGC07323,4.07,75.4,-0.42338666404271524,-0.8619072239983139
UGC07323,4.65,79.5,-0.4352536421340566,-0.8418961141336464
UGC07323,5.23,82.8,-0.4509759618545572,-0.8643002336082762
UGC07323,5.82,85.6,-0.4685104018526253,-0.9057419389661221
UGC07399,0.61,47.3,-0.004142500092187122,-0.6400665192520162
UGC07399,1.22,70.4,0.04025054105243294,-0.7355253866701036
UGC07399,1.84,83.7,0.012098146419940281,-0.879938065894611
UGC07399,2.45,89.1,-0.05794562284782619,-0.9642395150803225
UGC07399,3.07,91.7,-0.13093465069418753,-1.0294675973599565
UGC07399,3.68,95.1,-0.17802173135573307,-1.1083155856845353
UGC07399,4.3,96.9,-0.22935584803509915,-1.1885942131374994
UGC07399,4.91,100.0,-0.25961643868001183,-1.2288696562337789
UGC07399,5.52,103.0,-0.2847995748758978,-1.2509172325501117
UGC07399,6.13,106.0,-0.3053836905459178,-1.3010555240048782
UGC07524,0.35,14.4,-0.7958780067168195,-1.0371321289543471
UGC07524,0.69,24.4,-0.6326043846168397,-1.2043161849948543
UGC07524,1.03,29.2,-0.6506064683653789,-1.2810888264079887
UGC07524,1.38,32.9,-0.6740222370583312,-1.3530313885472371
UGC07524,1.72,37.8,-0.6490797937901415,-1.3688290280999393
UGC07524,2.07,42.0,-0.63800671121816,-1.3676763232573397
UGC07524,2.41,45.1,-0.6421989053759906,-1.3745412663037666
UGC07524,2.76,47.6,-0.6542301231812747,-1.339890443034135
UGC07524,3.1,52.3,-0.6228932626567675,-1.3275238719756026
UGC07524,3.45,57.3,-0.5900447976955374,-1.313363054172048
UGC07524,3.79,61.4,-0.5708374142427802,-1.3000346506303613
UGC07524,4.14,64.5,-0.5664158584074066,-1.2829014951206776
UGC07524,4.48,66.4,-0.5754768018191523,-1.2799297769223512
UGC07524,4.82,66.9,-0.6007297492602467,-1.2885394227488232
UGC07524,5.17,69.4,-0.5993065487412759,-1.29772406817476
UGC07524,5.51,70.2,-0.6170123211492178,-1.3216402380808894
UGC07524,5.86,70.9,-0.6351400922090008,-1.3477132718359905
UGC07524,6.2,72.3,-0.6426500414662355,-1.3567191397546798
UGC07524,6.55,73.9,-0.6474873697591749,-1.356056553950688
UGC07524,6.89,75.0,-0.656631641681269,-1.3507241581757938
UGC07524,7.25,75.5,-0.6729790498696604,-1.3449060799275716
UGC07524,7.58,77.1,-0.6740953960871829,-1.3358532671506504
UGC07524,7.94,77.0,-0.6953739986391758,-1.3255456278515345
UGC07524,8.27,77.0,-0.7130590057646261,-1.313339921762365
UGC07524,8.63,78.2,-0.718132236152557,-1.3011434403291473
UGC07524,8.97,79.6,-0.7195012541257972,-1.2964697762659638
UGC07524,9.3,80.3,-0.7275868045536165,-1.2932521817490428
UGC07524,9.66,81.2,-0.734400014490186,-1.2937104847380176
UGC07524,9.99,82.3,-0.7373007643584858,-1.2954103564276782
UGC07524,10.35,83.8,-0.7369872590894267,-1.2980834332941062
UGC07524,10.69,79.0,-0.8022584691849384,-1.312269408447054
UGC07559,0.36,9.31,-1.1869380853616454,-1.3975984310219047
UGC07559,0.72,15.9,-1.0230731943474087,-1.261713634871631
UGC07559,1.08,21.4,-0.9411311553456113,-1.304036864650141
UGC07559,1.45,26.1,-0.8966219341154563,-1.347160375819033
UGC07559,1.8,29.7,-0.8782945530259245,-1.3808542148646141
UGC07559,2.17,31.1,-0.9194739023518977,-1.3889575435418549
UGC07559,2.53,32.1,-0.958645402923117,-1.380298144671749
UGC07577,0.19,3.74,-1.7015453431089118,-2.4312558119344727
UGC07577,0.38,5.4,-1.6835310235279164,-1.9597162541156659
UGC07577,0.57,7.31,-1.5965750483138137,-1.727656608541981
UGC07577,0.75,8.85,-1.5497096685530924,-1.5583178417540657
UGC07577,0.94,10.7,-1.4828952447863226,-1.5327068230217527
UGC07577,1.13,12.4,-1.434770019715993,-1.540588681880126
UGC07577,1.32,14.1,-1.3906706524521333,-1.5155674492614446
UGC07577,1.51,15.9,-1.3447176452093097,-1.5465242645885793
UGC07577,1.69,17.8,-1.2955816465529288,-1.6099658333212512
UGC07603,0.34,19.6,-0.5155017208863464,-0.7715515889627399
UGC07603,0.68,32.5,-0.3772771373055308,-0.7675058211424172
UGC07603,1.02,41.9,-0.3327070723863702,-0.8499062345888679
UGC07603,1.37,50.6,-0.29695448003385183,-0.9351576942851013
UGC07603,1.71,57.0,-0.2897813456042143,-0.9408452149999441
UGC07603,2.05,60.5,-0.3167780583078597,-1.0001053134841777
UGC07603,2.39,60.5,-0.38342209820024314,-1.1057125425411054
UGC07603,2.74,60.0,-0.44998300861014395,-1.2307687014241209
UGC07603,3.08,61.5,-0.47933543150665403,-1.3215740301904917
UGC07603,3.42,61.5,-0.5248108210623448,-1.3748147740348957
UGC07603,3.76,63.0,-0.5450416925775409,-1.4199210942562852
UGC07603,4.11,64.0,-0.5700168204653382,-1.4719742848261737
UGC07608,0.6,14.6,-1.0179804853718126,-1.516451779866691
UGC07608,1.19,31.5,-0.647460800370373,-1.542419708385611
UGC07608,1.79,44.8,-0.5188319495406484,-1.5151668481666152
UGC07608,2.38,50.6,-0.536810869933957,-1.4546228971460626
UGC07608,2.99,55.6,-0.554056551717358,-1.479663927301426
UGC07608,3.59,61.4,-0.5472926528530271,-1.4575439119889038
UGC07608,4.18,66.0,-0.5506233572483411,-1.4215886304632885
UGC07608,4.78,69.3,-0.5664963739455486,-1.3942839743510829
UGC07690,0.59,45.3,-0.027190554173523722,-0.3120510523256377
UGC07690,1.18,59.8,-0.08701458588634693,-0.5161658967179504
UGC07690,1.77,60.7,-0.25013083076833476,-0.7122000117855494
UGC07690,2.36,58.8,-0.40269229737487283,-0.8442508307170302
UGC07690,2.95,57.9,-0.512999835080334,-0.9712597965585389
UGC07690,3.54,56.9,-0.6073136757926887,-1.084643528767808
UGC07690,4.13,55.9,-0.6896613824405977,-1.1902625030147682
UGC07866,0.33,12.2,-0.9143292250854342,-1.3658510007909124
UGC07866,0.66,19.4,-0.8124754222384598,-1.391489289094904
UGC07866,1.0,23.9,-0.8117391446607679,-1.3224100098534926
UGC07866,1.33,26.0,-0.8624398915824931,-1.3279340934490176
UGC07866,1.67,28.2,-0.8907532010659044,-1.3598386775407196
UGC07866,2.0,30.6,-0.8981220892578644,-1.3653964239991432
UGC07866,2.32,33.1,-0.8943669438965054,-1.4034431037331767
UGC08286,0.47,22.2,-0.5479268555914834,-1.1783242674479963
UGC08286,0.95,43.4,-0.27127909282086965,-1.0763716909736447
UGC08286,1.42,60.2,-0.1616303084244506,-1.067704257048085
UGC08286,1.9,69.6,-0.16207006828874798,-1.0178987607197554
UGC08286,2.37,72.5,-0.2226072794251597,-1.0028389304130354
UGC08286,2.84,74.3,-0.2798756590829304,-1.0651933583046296
UGC08286,3.3,75.8,-0.3277104751708237,-1.0959213801854073
UGC08286,3.78,77.2,-0.37079214572279634,-1.1221157906678407
UGC08286,4.25,79.3,-0.39837750197214716,-1.1396430661686459
UGC08286,4.73,81.3,-0.42321499610671853,-1.146801469204785
UGC08286,5.2,81.6,-0.4611579726841201,-1.2193680246814789
UGC08286,5.67,82.1,-0.49343169121106834,-1.2749989082835385
UGC08286,6.15,82.9,-0.5203010012319129,-1.353846763663767
UGC08286,6.62,83.2,-0.5491462834152954,-1.397344872218263
UGC08286,7.1,83.5,-0.5764203443089143,-1.3719183477686094
UGC08286,7.57,83.8,-0.601142788796563,-1.4203634361747322
UGC08286,8.04,84.3,-0.6221358460560098,-1.4451519198944982
UGC08490,0.34,38.8,0.07764958758911612,-0.5098448817527358
UGC08490,0.68,50.1,-0.0013684075287881763,-0.48127291377273385
UGC08490,1.02,60.2,-0.017942135803311703,-0.5374561008203848
UGC08490,1.36,68.2,-0.03450510561430294,-0.6163031418473033
UGC08490,1.69,72.8,-0.0721588925446424,-0.6971705456313703
UGC08490,2.03,75.3,-0.12244103206885498,-0.7796301413530964
UGC08490,2.37,76.6,-0.1748257533019392,-0.8401078207050408
UGC08490,2.7,77.6,-0.22017526819965372,-0.8943399898632802
UGC08490,3.05,78.5,-0.263095472413324,-0.9608128717294706
UGC08490,3.38,78.2,-0.311038140715002,-1.0119083806007272
UGC08490,3.72,78.8,-0.34602545145983016,-1.0432374322013809
UGC08490,4.06,79.2,-0.3796106169552503,-1.075474459898
UGC08490,4.39,79.2,-0.41354910362017755,-1.1329460991762077
UGC08490,4.74,79.2,-0.4468629250521413,-1.1884490750781915
UGC08490,5.08,78.8,-0.4813462238618519,-1.2524538692164708
UGC08490,5.41,78.5,-0.5119928981731076,-1.327106617914612
UGC08490,5.75,80.1,-0.5209377590781985,-1.3619708989422608
UGC08490,6.09,80.1,-0.5458872070214433,-1.3870831923015243
UGC08490,6.42,80.1,-0.5688049424574211,-1.4254616038603518
UGC08490,6.77,80.1,-0.5918585830737123,-1.4589876532680377
UGC08490,7.11,79.8,-0.6163987645853507,-1.493958967968225
UGC08490,7.44,79.8,-0.6361020994014631,-1.4967157194054312
UGC08490,7.78,79.5,-0.6587802862337917,-1.518904535996914
UGC08490,8.12,79.5,-0.6773567184852779,-1.572916013725735
UGC08490,8.46,78.8,-0.7028528746169561,-1.592213509042052
UGC08490,8.8,77.9,-0.729942703362083,-1.6082287146850023
UGC08490,9.13,77.2,-0.75377112341987,-1.644503735386572
UGC08490,9.47,77.6,-0.7651614830439398,-1.6811540500962825
UGC08490,9.77,76.6,-0.7899719710106083,-1.6993473505226644
UGC08490,10.15,77.6,-0.7952775462898982,-1.7136159483638096
UGC08550,0.49,25.0,-0.4628510092414817,-1.0631711972988613
UGC08550,0.97,42.5,-0.29852882072266496,-0.9833010467226342
UGC08550,1.47,48.0,-0.37336980655404495,-1.018066855228793
UGC08550,1.95,49.2,-0.4746393523848406,-1.1197952206689537
UGC08550,2.44,50.4,-0.5510637000047222,-1.2807331707532263
UGC08550,2.92,51.6,-0.6086183947510388,-1.4415824576687177
UGC08550,3.41,53.2,-0.6494660609594446,-1.5175821690831774
UGC08550,3.89,55.1,-0.6761813501791809,-1.5584263202326791
UGC08550,4.39,57.8,-0.6871437899581065,-1.5228314840075805
UGC08550,4.88,57.3,-0.740645524624974,-1.4890256562171034
UGC08550,5.36,57.5,-0.7783640468705523,-1.514529612197149
UGC08699,0.22,152.0,1.4527295485102956,1.3401946189718001
UGC08699,0.43,167.0,1.2434295401585367,1.386039709832295
