quantity,value
T_m,2.449489742783178
s_0,0.35151820339601775
alpha_s,0.11035039446097916
dU_at_c_0,-1.5
obs_gc_median_a0,5.691018534235328
obs_gc_median_dex,0.7551899999999999
G_Strigari_fit_a0,0.23965594212082325
G_Strigari_fit_SI_ms2,2.875871305449879e-11
gap_alpha_over_s0,16.189825958526164
